,BlockGroup,GraduationRate
0,530330001001,0.7068341376228774
1,530330001002,0.7068341376228774
2,530330001003,0.7068341376228774
3,530330001004,0.7068341376228774
4,530330001005,0.7068341376228774
5,530330002001,0.7068341376228774
6,530330002002,0.7068341376228774
7,530330002003,0.7068341376228774
8,530330002004,0.7068341376228774
9,530330002005,0.7068341376228774
10,530330002006,0.7068341376228774
11,530330003001,0.7068341376228774
12,530330003002,0.7068341376228774
13,530330004011,0.7068341376228774
14,530330004012,0.7068341376228774
15,530330004013,0.7068341376228774
16,530330004021,0.7068341376228774
17,530330004022,0.7068341376228774
18,530330004023,0.7068341376228774
19,530330004024,0.7068341376228774
20,530330005001,0.7068341376228774
21,530330005002,0.7068341376228774
22,530330005003,0.7068341376228774
23,530330006001,0.7068341376228774
24,530330006002,0.7068341376228774
25,530330006003,0.7068341376228774
26,530330006004,0.7068341376228774
27,530330006005,0.7068341376228774
28,530330006006,0.7068341376228774
29,530330007001,0.7068341376228774
30,530330007002,0.7068341376228774
31,530330007003,0.7068341376228774
32,530330007004,0.7068341376228774
33,530330008001,0.7068341376228774
34,530330008002,0.7068341376228774
35,530330009001,0.7068341376228774
36,530330009002,0.7068341376228774
37,530330010001,0.7068341376228774
38,530330010002,0.7068341376228774
39,530330011001,0.7068341376228774
40,530330011002,0.7068341376228774
41,530330012001,0.7068341376228774
42,530330012002,0.7068341376228774
43,530330012003,0.7068341376228774
44,530330012004,0.7068341376228774
45,530330012005,0.7068341376228774
46,530330013001,0.7068341376228774
47,530330013002,0.7068341376228774
48,530330013003,0.7068341376228774
49,530330014001,0.7068341376228774
50,530330014002,0.7068341376228774
51,530330014003,0.7068341376228774
52,530330014004,0.7068341376228774
53,530330015001,0.7068341376228774
54,530330015002,0.7068341376228774
55,530330016001,0.7068341376228774
56,530330016002,0.7068341376228774
57,530330016003,0.7068341376228774
58,530330017011,0.7068341376228774
59,530330017012,0.7068341376228774
60,530330017013,0.7068341376228774
61,530330017021,0.7068341376228774
62,530330017022,0.7068341376228774
63,530330017023,0.7068341376228774
64,530330017024,0.7068341376228774
65,530330018001,0.7068341376228774
66,530330018002,0.7068341376228774
67,530330018003,0.7068341376228774
68,530330019001,0.7068341376228774
69,530330019002,0.7068341376228774
70,530330019003,0.7068341376228774
71,530330020001,0.7068341376228774
72,530330020002,0.7068341376228774
73,530330020003,0.7068341376228774
74,530330021001,0.7068341376228774
75,530330021002,0.7068341376228774
76,530330021003,0.7068341376228774
77,530330022001,0.7068341376228774
78,530330022002,0.7068341376228774
79,530330022003,0.7068341376228774
80,530330022004,0.7068341376228774
81,530330024001,0.7068341376228774
82,530330024002,0.7068341376228774
83,530330024003,0.7068341376228774
84,530330025001,0.7068341376228774
85,530330025002,0.7068341376228774
86,530330026001,0.7068341376228774
87,530330026002,0.7068341376228774
88,530330026003,0.7068341376228774
89,530330026004,0.7068341376228774
90,530330027001,0.7068341376228774
91,530330027002,0.7068341376228774
92,530330027003,0.7068341376228774
93,530330027004,0.7068341376228774
94,530330028001,0.7068341376228774
95,530330028002,0.7068341376228774
96,530330028003,0.7068341376228774
97,530330028004,0.7068341376228774
98,530330029001,0.7068341376228774
99,530330029002,0.7068341376228774
100,530330029003,0.7068341376228774
101,530330030001,0.7068341376228774
102,530330030002,0.7068341376228774
103,530330030003,0.7068341376228774
104,530330030004,0.7068341376228774
105,530330031001,0.7068341376228774
106,530330031002,0.7068341376228774
107,530330031003,0.7068341376228774
108,530330031004,0.7068341376228774
109,530330031005,0.7068341376228774
110,530330032001,0.7068341376228774
111,530330032002,0.7068341376228774
112,530330032003,0.7068341376228774
113,530330032004,0.7068341376228774
114,530330032005,0.7068341376228774
115,530330032006,0.7068341376228774
116,530330032007,0.7068341376228774
117,530330033001,0.7068341376228774
118,530330033002,0.7068341376228774
119,530330033003,0.7068341376228774
120,530330033004,0.7068341376228774
121,530330033005,0.7068341376228774
122,530330034001,0.7068341376228774
123,530330034002,0.7068341376228774
124,530330034003,0.7068341376228774
125,530330035001,0.7068341376228774
126,530330035002,0.7068341376228774
127,530330035003,0.7068341376228774
128,530330036001,0.7068341376228774
129,530330036002,0.7068341376228774
130,530330036003,0.7068341376228774
131,530330036004,0.7068341376228774
132,530330038001,0.7068341376228774
133,530330038002,0.7068341376228774
134,530330039001,0.7068341376228774
135,530330039002,0.7068341376228774
136,530330040001,0.7068341376228774
137,530330040002,0.7068341376228774
138,530330041001,0.7068341376228774
139,530330041002,0.7068341376228774
140,530330041003,0.7068341376228774
141,530330041004,0.7068341376228774
142,530330041005,0.7068341376228774
143,530330041006,0.7068341376228774
144,530330042001,0.7068341376228774
145,530330042002,0.7068341376228774
146,530330042003,0.7068341376228774
147,530330042004,0.7068341376228774
148,530330042005,0.7068341376228774
149,530330043011,0.7068341376228774
150,530330043012,0.7068341376228774
151,530330043013,0.7068341376228774
152,530330043021,0.7068341376228774
153,530330043022,0.7068341376228774
154,530330044001,0.7068341376228774
155,530330044002,0.7068341376228774
156,530330044003,0.7068341376228774
157,530330044004,0.7068341376228774
158,530330045001,0.7068341376228774
159,530330045002,0.7068341376228774
160,530330046001,0.7068341376228774
161,530330046002,0.7068341376228774
162,530330046003,0.7068341376228774
163,530330047001,0.7068341376228774
164,530330047002,0.7068341376228774
165,530330047003,0.7068341376228774
166,530330047004,0.7068341376228774
167,530330048001,0.7068341376228774
168,530330048002,0.7068341376228774
169,530330048003,0.7068341376228774
170,530330048004,0.7068341376228774
171,530330049001,0.7068341376228774
172,530330049002,0.7068341376228774
173,530330049003,0.7068341376228774
174,530330049004,0.7068341376228774
175,530330049005,0.7068341376228774
176,530330050001,0.7068341376228774
177,530330050002,0.7068341376228774
178,530330050003,0.7068341376228774
179,530330051001,0.7068341376228774
180,530330051002,0.7068341376228774
181,530330051003,0.7068341376228774
182,530330052001,0.7068341376228774
183,530330052002,0.7068341376228774
184,530330052003,0.7068341376228774
185,530330052004,0.7068341376228774
186,530330052005,0.7068341376228774
187,530330053011,0.7068341376228774
188,530330053012,0.7068341376228774
189,530330053013,0.7068341376228774
190,530330053014,0.7068341376228774
191,530330053021,0.7068341376228774
192,530330053022,0.7068341376228774
193,530330053023,0.7068341376228774
194,530330054001,0.7068341376228774
195,530330054002,0.7068341376228774
196,530330054003,0.7068341376228774
197,530330054004,0.7068341376228774
198,530330056001,0.7068341376228774
199,530330056002,0.7068341376228774
200,530330056003,0.7068341376228774
201,530330056004,0.7068341376228774
202,530330056005,0.7068341376228774
203,530330057001,0.7068341376228774
204,530330057002,0.7068341376228774
205,530330057003,0.7068341376228774
206,530330057004,0.7068341376228774
207,530330057005,0.7068341376228774
208,530330057006,0.7068341376228774
209,530330058011,0.7068341376228774
210,530330058012,0.7068341376228774
211,530330058013,0.7068341376228774
212,530330058014,0.7068341376228774
213,530330058021,0.7068341376228774
214,530330058022,0.7068341376228774
215,530330058023,0.7068341376228774
216,530330059001,0.7068341376228774
217,530330059002,0.7068341376228774
218,530330059003,0.7068341376228774
219,530330059004,0.7068341376228774
220,530330059005,0.7068341376228774
221,530330060001,0.7068341376228774
222,530330060002,0.7068341376228774
223,530330060003,0.7068341376228774
224,530330060004,0.7068341376228774
225,530330061001,0.7068341376228774
226,530330061002,0.7068341376228774
227,530330061003,0.7068341376228774
228,530330061004,0.7068341376228774
229,530330062001,0.7068341376228774
230,530330062002,0.7068341376228774
231,530330062003,0.7068341376228774
232,530330063001,0.7068341376228774
233,530330063002,0.7068341376228774
234,530330063003,0.7068341376228774
235,530330063004,0.7068341376228774
236,530330064001,0.7068341376228774
237,530330064002,0.7068341376228774
238,530330064003,0.7068341376228774
239,530330065001,0.7068341376228774
240,530330065002,0.7068341376228774
241,530330065003,0.7068341376228774
242,530330066001,0.7068341376228774
243,530330066002,0.7068341376228774
244,530330067001,0.7068341376228774
245,530330067002,0.7068341376228774
246,530330067003,0.7068341376228774
247,530330067004,0.7068341376228774
248,530330068001,0.7068341376228774
249,530330068002,0.7068341376228774
250,530330069001,0.7068341376228774
251,530330069002,0.7068341376228774
252,530330069003,0.7068341376228774
253,530330069004,0.7068341376228774
254,530330070001,0.7068341376228774
255,530330070002,0.7068341376228774
256,530330070003,0.7068341376228774
257,530330070004,0.7068341376228774
258,530330070005,0.7068341376228774
259,530330070006,0.7068341376228774
260,530330071001,0.7068341376228774
261,530330071002,0.7068341376228774
262,530330072001,0.7068341376228774
263,530330072002,0.7068341376228774
264,530330072003,0.7068341376228774
265,530330073001,0.7068341376228774
266,530330073002,0.7068341376228774
267,530330073003,0.7068341376228774
268,530330074011,0.7068341376228774
269,530330074012,0.7068341376228774
270,530330074013,0.7068341376228774
271,530330074014,0.7068341376228774
272,530330074021,0.7068341376228774
273,530330074022,0.7068341376228774
274,530330074023,0.7068341376228774
275,530330075001,0.7068341376228774
276,530330075002,0.7068341376228774
277,530330075003,0.7068341376228774
278,530330075004,0.7068341376228774
279,530330075005,0.7068341376228774
280,530330076001,0.7068341376228774
281,530330076002,0.7068341376228774
282,530330076003,0.7068341376228774
283,530330077001,0.7068341376228774
284,530330077002,0.7068341376228774
285,530330077003,0.7068341376228774
286,530330077004,0.7068341376228774
287,530330078001,0.7068341376228774
288,530330078002,0.7068341376228774
289,530330078003,0.7068341376228774
290,530330078004,0.7068341376228774
291,530330079001,0.7068341376228774
292,530330079002,0.7068341376228774
293,530330079003,0.7068341376228774
294,530330079004,0.7068341376228774
295,530330079005,0.7068341376228774
296,530330080011,0.7068341376228774
297,530330080012,0.7068341376228774
298,530330080013,0.7068341376228774
299,530330080014,0.7068341376228774
300,530330080015,0.7068341376228774
301,530330080021,0.7068341376228774
302,530330080022,0.7068341376228774
303,530330081001,0.7068341376228774
304,530330081002,0.7068341376228774
305,530330081003,0.7068341376228774
306,530330082001,0.7068341376228774
307,530330082002,0.7068341376228774
308,530330082003,0.7068341376228774
309,530330083001,0.7068341376228774
310,530330083002,0.7068341376228774
311,530330084001,0.7068341376228774
312,530330084002,0.7068341376228774
313,530330084003,0.7068341376228774
314,530330085001,0.7068341376228774
315,530330085002,0.7068341376228774
316,530330085003,0.7068341376228774
317,530330086001,0.7068341376228774
318,530330086002,0.7068341376228774
319,530330086003,0.7068341376228774
320,530330087001,0.7068341376228774
321,530330087002,0.7068341376228774
322,530330087003,0.7068341376228774
323,530330088001,0.7068341376228774
324,530330088002,0.7068341376228774
325,530330088003,0.7068341376228774
326,530330089001,0.7068341376228774
327,530330089002,0.7068341376228774
328,530330089003,0.7068341376228774
329,530330089004,0.7068341376228774
330,530330090001,0.7068341376228774
331,530330090002,0.7068341376228774
332,530330091001,0.7068341376228774
333,530330091002,0.7068341376228774
334,530330092001,0.7068341376228774
335,530330092002,0.7068341376228774
336,530330093001,0.7068341376228774
337,530330093002,0.7068341376228774
338,530330093003,0.7068341376228774
339,530330094001,0.7068341376228774
340,530330094002,0.7068341376228774
341,530330094003,0.7068341376228774
342,530330094004,0.7068341376228774
343,530330094005,0.7068341376228774
344,530330095001,0.7068341376228774
345,530330095002,0.7068341376228774
346,530330095003,0.7068341376228774
347,530330095004,0.7068341376228774
348,530330096001,0.7068341376228774
349,530330096002,0.7068341376228774
350,530330096003,0.7068341376228774
351,530330096004,0.7068341376228774
352,530330096005,0.7068341376228774
353,530330097011,0.7068341376228774
354,530330097012,0.7068341376228774
355,530330097013,0.7068341376228774
356,530330097014,0.7068341376228774
357,530330097021,0.7068341376228774
358,530330097022,0.7068341376228774
359,530330097023,0.7068341376228774
360,530330097024,0.7068341376228774
361,530330097025,0.7068341376228774
362,530330098001,0.7068341376228774
363,530330098002,0.7068341376228774
364,530330098003,0.7068341376228774
365,530330098004,0.7068341376228774
366,530330098005,0.7068341376228774
367,530330099001,0.7068341376228774
368,530330099002,0.7068341376228774
369,530330099003,0.7068341376228774
370,530330099004,0.7068341376228774
371,530330100011,0.7068341376228774
372,530330100012,0.7068341376228774
373,530330100013,0.7068341376228774
374,530330100021,0.7068341376228774
375,530330100022,0.7068341376228774
376,530330100023,0.7068341376228774
377,530330100024,0.7068341376228774
378,530330101001,0.7068341376228774
379,530330101002,0.7068341376228774
380,530330101003,0.7068341376228774
381,530330101004,0.7068341376228774
382,530330101005,0.7068341376228774
383,530330102001,0.7068341376228774
384,530330102002,0.7068341376228774
385,530330102003,0.7068341376228774
386,530330102004,0.7068341376228774
387,530330103001,0.7068341376228774
388,530330103002,0.7068341376228774
389,530330103003,0.7068341376228774
390,530330103004,0.7068341376228774
391,530330103005,0.7068341376228774
392,530330104011,0.7068341376228774
393,530330104012,0.7068341376228774
394,530330104013,0.7068341376228774
395,530330104021,0.7068341376228774
396,530330104022,0.7068341376228774
397,530330104023,0.7068341376228774
398,530330104024,0.7068341376228774
399,530330105001,0.7068341376228774
400,530330105002,0.7068341376228774
401,530330105003,0.7068341376228774
402,530330105004,0.7068341376228774
403,530330105005,0.7068341376228774
404,530330106001,0.7068341376228774
405,530330106002,0.7068341376228774
406,530330106003,0.7068341376228774
407,530330106004,0.7068341376228774
408,530330106005,0.7068341376228774
409,530330106006,0.7068341376228774
410,530330107011,0.7068341376228774
411,530330107012,0.7068341376228774
412,530330107021,0.7068341376228774
413,530330107022,0.7068341376228774
414,530330107023,0.7068341376228774
415,530330108001,0.7068341376228774
416,530330108002,0.7068341376228774
417,530330108003,0.7068341376228774
418,530330109001,0.7068341376228774
419,530330109002,0.7068341376228774
420,530330110011,0.7068341376228774
421,530330110012,0.7068341376228774
422,530330110013,0.7068341376228774
423,530330110021,0.7068341376228774
424,530330110022,0.7068341376228774
425,530330110023,0.7068341376228774
426,530330111011,0.7068341376228774
427,530330111012,0.7068341376228774
428,530330111013,0.7068341376228774
429,530330111014,0.7068341376228774
430,530330111021,0.7068341376228774
431,530330111022,0.7068341376228774
432,530330111023,0.7068341376228774
433,530330111024,0.7068341376228774
434,530330112001,0.7068341376228774
435,530330112002,0.7068341376228774
436,530330112003,0.7068341376228774
437,530330113001,0.7068341376228774
438,530330113002,0.7068341376228774
439,530330113003,0.7068341376228774
440,530330113004,0.7068341376228774
441,530330113005,0.7068341376228774
442,530330114011,0.7068341376228774
443,530330114012,0.7068341376228774
444,530330114013,0.7068341376228774
445,530330114021,0.7068341376228774
446,530330114022,0.7068341376228774
447,530330114023,0.7068341376228774
448,530330115001,0.7068341376228774
449,530330115002,0.7068341376228774
450,530330115003,0.7068341376228774
451,530330116001,0.7068341376228774
452,530330116002,0.7068341376228774
453,530330116003,0.7068341376228774
454,530330116004,0.7068341376228774
455,530330116005,0.7068341376228774
456,530330116006,0.7068341376228774
457,530330117001,0.7068341376228774
458,530330117002,0.7068341376228774
459,530330117003,0.7068341376228774
460,530330117004,0.7068341376228774
461,530330118001,0.7068341376228774
462,530330118002,0.7068341376228774
463,530330118003,0.7068341376228774
464,530330118004,0.7068341376228774
465,530330118005,0.7068341376228774
466,530330118006,0.7068341376228774
467,530330119001,0.7068341376228774
468,530330119002,0.7068341376228774
469,530330119003,0.7068341376228774
470,530330119004,0.7068341376228774
471,530330119005,0.7068341376228774
472,530330120001,0.7068341376228774
473,530330120002,0.7068341376228774
474,530330120003,0.7068341376228774
475,530330121001,0.7068341376228774
476,530330121002,0.7068341376228774
477,530330201001,0.8540305936073058
478,530330201002,0.8540305936073058
479,530330201003,0.8540305936073058
480,530330202001,0.8540305936073058
481,530330202002,0.8540305936073058
482,530330202003,0.8540305936073058
483,530330202004,0.8540305936073058
484,530330202005,0.8540305936073058
485,530330203001,0.8540305936073058
486,530330203002,0.8540305936073058
487,530330203003,0.8540305936073058
488,530330203004,0.8540305936073058
489,530330203005,0.8540305936073058
490,530330204011,0.8540305936073058
491,530330204012,0.8540305936073058
492,530330204013,0.8540305936073058
493,530330204021,0.8540305936073058
494,530330204022,0.8540305936073058
495,530330204023,0.8540305936073058
496,530330204024,0.8540305936073058
497,530330204025,0.8540305936073058
498,530330205001,0.8540305936073058
499,530330205002,0.8540305936073058
500,530330205003,0.8540305936073058
501,530330205004,0.8540305936073058
502,530330205005,0.8540305936073058
503,530330205006,0.8540305936073058
504,530330206001,0.8540305936073058
505,530330206002,0.8540305936073058
506,530330206003,0.8540305936073058
507,530330206004,0.8540305936073058
508,530330207001,0.8540305936073058
509,530330207002,0.8540305936073058
510,530330207003,0.8540305936073058
511,530330208001,0.8540305936073058
512,530330208002,0.8540305936073058
513,530330208003,0.8540305936073058
514,530330208004,0.8540305936073058
515,530330209001,0.8540305936073058
516,530330209002,0.8540305936073058
517,530330209003,0.8540305936073058
518,530330210001,0.8540305936073058
519,530330210002,0.8540305936073058
520,530330210003,0.8540305936073058
521,530330210004,0.8540305936073058
522,530330210005,0.8540305936073058
523,530330211001,0.8540305936073058
524,530330211002,0.8540305936073058
525,530330211003,0.8540305936073058
526,530330211004,0.8540305936073058
527,530330213001,0.8540305936073058
528,530330213002,0.8540305936073058
529,530330213003,0.8540305936073058
530,530330214001,0.8540305936073058
531,530330214002,0.8540305936073058
532,530330214003,0.8540305936073058
533,530330215001,0.8540305936073058
534,530330215002,0.8335827110516736
535,530330215003,0.8294931345405472
536,530330215004,0.8335827110516736
537,530330216001,0.8131348284960414
538,530330216002,0.8131348284960414
539,530330216003,0.8131348284960414
540,530330216004,0.8131348284960414
541,530330217001,0.8131348284960414
542,530330217002,0.8131348284960414
543,530330217003,0.8131348284960414
544,530330217004,0.8131348284960414
545,530330217005,0.8131348284960414
546,530330218021,0.8131348284960414
547,530330218022,0.8131348284960414
548,530330218023,0.8131348284960414
549,530330218031,0.8131348284960414
550,530330218032,0.8131348284960414
551,530330218033,0.8131348284960414
552,530330218034,0.8131348284960414
553,530330218041,0.8131348284960414
554,530330218042,0.8131348284960414
555,530330218043,0.8131348284960414
556,530330219031,0.5250579145611082
557,530330219032,0.5250579145611082
558,530330219033,0.6210835525394193
559,530330219034,0.5250579145611082
560,530330219035,0.5250579145611082
561,530330219041,0.6210835525394193
562,530330219042,0.5250579145611082
563,530330219043,0.5250579145611082
564,530330219044,0.5250579145611082
565,530330219051,0.8131348284960414
566,530330219052,0.6690963715285747
567,530330219053,0.8131348284960414
568,530330219054,0.6690963715285747
569,530330219061,0.8131348284960414
570,530330219062,0.6210835525394193
571,530330219063,0.6210835525394193
572,530330220011,0.6690963715285747
573,530330220012,0.8131348284960414
574,530330220013,0.8131348284960414
575,530330220031,0.5250579145611082
576,530330220032,0.5250579145611082
577,530330220033,0.5250579145611082
578,530330220034,0.5250579145611082
579,530330220035,0.5250579145611082
580,530330220051,0.5250579145611082
581,530330220052,0.5250579145611082
582,530330220053,0.5250579145611082
583,530330220061,0.5250579145611082
584,530330220062,0.5250579145611082
585,530330220063,0.5250579145611082
586,530330221011,0.8131348284960414
587,530330221012,0.8131348284960414
588,530330221013,0.6210835525394193
589,530330221014,0.8131348284960414
590,530330221021,0.6210835525394193
591,530330221022,0.8131348284960414
592,530330221023,0.8131348284960414
593,530330221024,0.8131348284960414
594,530330222011,0.5250579145611082
595,530330222012,0.5250579145611082
596,530330222013,0.5250579145611082
597,530330222014,0.5250579145611082
598,530330222021,0.6210835525394193
599,530330222022,0.5250579145611082
600,530330222023,0.5250579145611082
601,530330222024,0.5250579145611082
602,530330222025,0.5250579145611082
603,530330222031,0.5250579145611082
604,530330222032,0.5250579145611082
605,530330222033,0.5250579145611082
606,530330223001,0.6210835525394193
607,530330223002,0.5250579145611082
608,530330224001,0.5250579145611082
609,530330224002,0.5250579145611082
610,530330224003,0.5250579145611082
611,530330224004,0.5250579145611082
612,530330224005,0.5250579145611082
613,530330224006,0.5250579145611082
614,530330225001,0.5250579145611082
615,530330225002,0.5250579145611082
616,530330225003,0.5250579145611082
617,530330225004,0.5250579145611082
618,530330225005,0.5250579145611082
619,530330226031,0.5250579145611082
620,530330226032,0.5250579145611082
621,530330226033,0.5250579145611082
622,530330226034,0.5250579145611082
623,530330226035,0.5250579145611082
624,530330226041,0.5250579145611082
625,530330226042,0.5250579145611082
626,530330226043,0.5250579145611082
627,530330226051,0.5250579145611082
628,530330226052,0.5250579145611082
629,530330226053,0.5250579145611082
630,530330226061,0.5250579145611082
631,530330226062,0.5250579145611082
632,530330226063,0.5250579145611082
633,530330226064,0.5250579145611082
634,530330227011,0.5250579145611082
635,530330227012,0.6119891332502081
636,530330227021,0.5250579145611082
637,530330227022,0.5250579145611082
638,530330227023,0.5250579145611082
639,530330227031,0.6409662061465746
640,530330227032,0.5250579145611082
641,530330228011,0.6409662061465746
642,530330228012,0.8727827893175075
643,530330228013,0.594602889512388
644,530330228014,0.8727827893175075
645,530330228021,0.5250579145611082
646,530330228022,0.5250579145611082
647,530330228023,0.5250579145611082
648,530330228031,0.5250579145611082
649,530330228032,0.5250579145611082
650,530330228033,0.8727827893175075
651,530330229011,0.8727827893175075
652,530330229012,0.6409662061465746
653,530330229021,0.5250579145611082
654,530330229022,0.5250579145611082
655,530330229023,0.5250579145611082
656,530330229024,0.5747328966691653
657,530330229025,0.8727827893175075
658,530330230001,0.594602889512388
659,530330230002,0.8727827893175075
660,530330230003,0.8727827893175075
661,530330230004,0.8727827893175075
662,530330231001,0.8727827893175075
663,530330231002,0.8727827893175075
664,530330231003,0.6913282260385026
665,530330232011,0.8727827893175075
666,530330232012,0.8727827893175075
667,530330232013,0.8727827893175075
668,530330232021,0.8727827893175075
669,530330232022,0.8727827893175075
670,530330232023,0.8727827893175075
671,530330233001,0.8727827893175075
672,530330233002,0.8727827893175075
673,530330233003,0.8727827893175075
674,530330233004,0.8727827893175075
675,530330234011,0.8727827893175075
676,530330234012,0.8727827893175075
677,530330234013,0.8727827893175075
678,530330234031,0.8575985375158971
679,530330234032,0.8727827893175075
680,530330234033,0.8575985375158971
681,530330234041,0.8424142857142867
682,530330234042,0.8424142857142867
683,530330235001,0.8727827893175075
684,530330235002,0.8727827893175075
685,530330235003,0.8727827893175075
686,530330236011,0.8727827893175075
687,530330236012,0.8727827893175075
688,530330236013,0.8727827893175075
689,530330236031,0.8727827893175075
690,530330236032,0.8727827893175075
691,530330236033,0.8727827893175075
692,530330236034,0.8727827893175075
693,530330236041,0.8727827893175075
694,530330236042,0.8727827893175075
695,530330236043,0.8727827893175075
696,530330236044,0.8727827893175075
697,530330237001,0.8727827893175075
698,530330237002,0.8727827893175075
699,530330237003,0.594602889512388
700,530330238011,0.8727827893175075
701,530330238012,0.8727827893175075
702,530330238031,0.8727827893175075
703,530330238032,0.8727827893175075
704,530330238041,0.8727827893175075
705,530330238042,0.8727827893175075
706,530330238043,0.8727827893175075
707,530330239001,0.8727827893175075
708,530330239002,0.8727827893175075
709,530330239003,0.8913956690688146
710,530330239004,0.8176894944645443
711,530330240001,0.6409662061465746
712,530330240002,0.8727827893175075
713,530330240003,0.8727827893175075
714,530330240004,0.8727827893175076
715,530330241001,0.6989203519393079
